name,LCD_x_[A],LCD_y_[A],LCD_z_[A],GCD_x_[A],GCD_y_[A],GCD_z_[A],PLD_x_[A],PLD_y_[A],PLD_z_[A],unitcell_vol_[Aˆ3],ASA_[mˆ2/g],AV_A^3,AV_Volume_fraction,node_connectivity,linker_length_[A],node_length_[A],linker_mass_[amu],node_mass_[amu],node_metal_mass_[amu],topology,cell_a_length_[A],cell_b_length_[A],cell_c_length_[A],alpha_[deg],beta_[deg],gamma_[deg],density,volume,number_of_vertices,number_of_edges,number_of_carbons_per_primitive_cell,number_of_hydrogens_per_primitive_cell,number_of_nitrogens_per_primitive_cell,number_of_oxygens_per_primitive_cell,formula,kx,ky,kz
SR_buh_v1-4c_1anC_Ch_v2-12c_Eu_1_Ch_v3-12c_Eu_1_Ch_1DoU_Ch_1TrU_Ch_1x1x1,7.32017,3.2603400000000002,7.22208,3.66307,3.66307,7.05647,7.05647,3.36571,7.0516,15121.1,1639.27,1947.29,0.12878,12,9.168037557019547,5.743782453614081,290.182,132.024,151.96,buh,24.95127,24.68848,24.57699,88.25461999999999,88.3258,91.43469,1.68182,15121.07053,792.0,1447.0,312,176,0,256,Eu48 H176 C312 O256,0.23446999999999998,0.24741,0.20465999999999998
SR_umy_v1-4c_In_1_Ch_2B_4H_Ch_1x1x1,23.29711,18.829,22.86655,21.4118,18.829,23.29711,23.14838,21.4118,23.14838,69523.1,5476.45,57440.0,0.8262,4,11.597141975032425,0.0,240.213,114.8,114.82,umy,39.01745,39.04351,52.528330000000004,89.75114,90.06166999999999,119.67768999999998,0.17060999999999998,69523.07705,636.0,1024.0,336,192,0,96,In12 H192 C336 O96,0.07435,0.05882999999999999,0.07087
SR_usf_v1-4c_Ni_1_Ch_2B_1DoU_Ch_1x1x1,26.237679999999997,10.43568,26.203670000000002,22.050539999999998,10.49893,26.1482,25.790760000000002,22.050539999999998,25.790760000000002,97522.9,5820.37,76809.0,0.7876,4,13.910754119882073,2.3856245862668772,266.251,117.38600000000001,58.693000000000005,usf,57.01497,57.018190000000004,34.66153,89.97084,90.0714,120.06248000000001,0.19918,97522.88967,1116.0,1712.0,576,360,0,144,Ni36 H360 C576 O144,0.36796,0.35722,0.51786
SR_whz_v1-6c_Fe_1_Ch_1B_2CH3_Ch_1x1x1,9.52522,5.85644,9.52522,6.61003,6.61003,9.52522,9.52522,5.85644,9.30597,26343.7,3495.56,8605.96,0.32668,6,7.465775231986427,3.3921590986156573,192.169,183.53400000000002,55.845,whz,26.28675,26.36021,38.02239,90.23418000000001,89.18656,89.89523,0.76653,26343.71069,1120.0,1867.0,480,384,0,208,Fe48 H384 C480 O208,0.19735999999999998,0.22551999999999997,0.22246999999999997
SR_wkq_v1-6c_Al_1_Ch_1B_2CN_Ch_2x2x1,8.219710000000001,4.3011,8.1865,6.18016,4.3011,8.195030000000001,7.88806,6.18016,7.88806,70657.4,3165.22,19247.1,0.2724,6,8.008284233871697,3.0909253939933596,214.136,96.945,26.982,wkq,55.14625,55.28845,26.990029999999997,89.57925,90.54365,120.8327,0.8340299999999999,70657.37933,2784.0,3665.0,1440,288,288,624,Al144 H288 C1440 N288 O624,0.49516000000000004,0.40723000000000004,0.37375
SR_ecv_v1-8c_Co_1_Ch_1B_2CN_Ch_2x2x1,6.846489999999999,5.03064,6.64544,5.03064,5.03064,6.769010000000001,6.769010000000001,2.91527,6.7234300000000005,100055.0,2213.87,15720.7,0.15712,12,7.887095211412691,4.002980091240275,214.136,251.731,58.933,ecv,31.76227,37.62145,83.75447,88.90481,90.71939,89.88748000000001,1.17715,100055.36362999999,1232.0,1679.0,640,128,128,272,Co256 H512 C2560 N512 O1088,0.30496,0.16103,0.17609
SR_scu_v1-8c_Co_1_Ch_v2-4c_porphyrin_Ch_2B_2CN_Ch_1x1x2,18.84388,7.389880000000001,18.785610000000002,16.31403,9.831389999999999,18.06616,18.84388,16.31403,18.84388,28510.6,5007.42,17198.8,0.60324,12,28.36730581878154,3.849132149617236,1491.305,251.731,58.933,scu,25.878770000000003,25.798170000000002,43.568459999999995,91.10481999999999,91.01604,78.65285,0.37675,28510.632869999998,578.0,724.0,352,104,80,34,Co8 H104 C352 N80 O34,0.09826,0.10006,0.1372
SR_wmb_v1-6c_Al_1_Ch_1B_2NH2_Ch_2x2x1,13.44259,5.06959,12.75212,11.92313,5.27893,13.13711,13.181029999999998,11.92313,13.181029999999998,46139.8,3724.63,21523.3,0.46648,6,7.367930933424188,3.1022776845782194,194.145,96.945,26.982,wmb,40.82917,41.15466,31.84161,90.20827,89.8636,120.41621,0.58681,46139.78815,1536.0,2275.0,576,432,144,312,Al72 H432 C576 N144 O312,0.14422000000000001,0.16293,0.21700999999999998
SR_ssa_v1-4c_pyrene_Ch_v2-4c_Cu_1_Ch_2B_4H_Ch_1x1x1,34.09912,22.49161,33.98855,31.29823,22.32773,31.69053,34.09868,31.29823,34.09868,76573.4,5936.43,64113.3,0.8372799999999999,4,27.527123475786592,2.3696222552069357,983.04,127.09200000000001,63.54600000000001,ssa,47.20588,47.28941,39.62556,90.01836,89.98276,120.04298,0.14444,76573.35685,696.0,1019.0,408,228,0,48,Cu12 H228 C408 O48,0.12566,0.13424,0.15169000000000002
SR_dnl_v1-4c_porphyrin_Ch_v2-6c_CdZn_1_Ch_v3-3c_triazine_Ch_1B_2NO2_Ch_ntn_edge_1x1x1,9.92365,5.8783900000000004,9.92365,6.361759999999999,5.8783900000000004,9.8668,9.18835,6.361759999999999,9.18835,75594.2,2854.85,16759.2,0.2217,6,33.825600609717824,3.4619009609034133,4671.388,418.579,65.38,dnl,42.00227,42.787890000000004,42.06463,90.22278,90.47796,90.23451999999999,0.96804,75594.22914,3536.0,4718.0,1728,672,480,592,Zn16 Cd48 H672 C1728 N480 O592,0.14357,0.14570999999999998,0.15349000000000002
SR_xbm_v1-8c_Mn_1_Ch_v2-4c_bicyclooctane_Ch_1B_2SH_Ch_2x2x2,11.44106,6.9386399999999995,11.075389999999999,8.73268,8.73268,11.011239999999999,11.011239999999999,7.38916,10.97803,98318.3,3922.82,43486.2,0.4423,16,33.80782306384676,5.098188496599552,4149.621,255.202,54.938,xbm,48.19514,45.12275,45.2103,89.8638,89.88501,90.01849,0.59518,98318.25057,3048.0,4371.0,1536,896,256,0,Mn32 H896 C1536 S320 N256 Cl8,0.16047,0.13517,0.14887999999999998
SR_hbr_v1-8c_Zr_1_Ch_v2-8c_Zr_1_Ch_1TrU_Ch_1B_4H_Ch_1x1x2,22.107120000000002,5.4731,22.05761,16.55903,5.56036,22.067829999999997,22.067829999999997,16.55903,22.067829999999997,49911.8,2725.45,22935.5,0.45952,8,5.929987714093933,10.888474368389584,112.04,819.454,91.224,hbr,39.8912,39.88989,36.225609999999996,90.02963000000001,89.98411999999999,120.01901000000001,0.8007,49911.76955,1452.0,2771.0,384,384,0,576,Zr108 H384 C384 O576,0.1794,0.12201,0.14556
SR_umt_v1-6c_CdZn_1_Ch_v2-6c_CdZn_1_Ch_v3-3c_triazine_Ch_v4-3c_triazine_Ch_v5-3c_triazine_Ch_v6-3c_triazine_Ch_8_edges_2x2x1,12.75892,4.65365,12.74361,4.79482,4.5795900000000005,12.75892,12.284130000000001,4.79482,12.284130000000001,75761.3,2178.81,28101.4,0.37091999999999997,8,7.101441639365559,3.28923296947115,210.081,418.579,65.38,umt,52.13108,52.28565,32.20963,90.00121,89.99949000000001,120.35132,1.2416,75761.26522,558.0,870.0,180,0,72,234,Zn72 Cd216 C720 N288 O936,0.2058,0.18520999999999999,0.18142
SR_bcuk_v1-6c_Fe_1_Ch_2B_4Br_Ch_1x1x1,30.05463,13.759820000000001,17.19623,13.86515,13.86515,17.056620000000002,17.056620000000002,13.669979999999999,17.19623,245281.0,1986.68,133977.0,0.5462199999999999,6,11.759003473744409,3.4441071952633773,871.382,183.53400000000002,55.845,bcuk,62.60018,62.661030000000004,62.530640000000005,89.99937,89.96191999999999,90.1648,0.90912,245281.10676,3936.0,6027.0,2016,0,0,624,Fe144 C2016 Br1152 O624,0.12437999999999999,0.14367,0.1447
SR_cds_v1-4c_Ni_1_Ch_1B_2Br_Ch_2x2x2,9.320780000000001,5.09564,9.320780000000001,5.8198300000000005,5.79898,9.11409,9.30627,5.8198300000000005,9.30627,82631.0,2939.48,32103.8,0.38852,4,7.395287741328257,2.3854076659097494,321.908,117.38600000000001,58.693000000000005,cds,43.60062,43.60054,43.46765,89.94018,90.32835,89.93615,0.97901,82631.01862999999,272.0,433.0,128,32,0,64,Ni128 H256 C1024 Br256 O512,0.511,0.52089,1.0162200000000001
SR_flu_v1-4c_1anC_Ch_v2-8c_Co_1_Ch_1B_2F_Ch_1x1x2,9.89684,3.9480699999999995,9.87844,3.9480699999999995,3.9480699999999995,9.89684,9.89684,3.3000800000000003,9.89684,19717.9,2603.55,5127.43,0.26004,12,12.119231356393895,3.8682580332384755,636.3580000000001,251.731,58.933,flu,21.12376,21.86994,42.69892,88.9961,89.41508,88.84451,1.02705,19717.86207,888.0,1376.0,464,128,0,136,Co32 H128 C464 O136 F128,0.22771,0.21655,0.21329
SR_whk_v1-6c_Ni_1_Ch_2B_4CN_Ch_1x1x1,19.01475,10.79843,19.01475,11.16619,11.16619,18.83786,18.83786,7.003239999999999,19.01475,78966.6,3813.97,41010.5,0.5193399999999999,6,11.862879497578021,5.866614917611264,440.29400000000004,268.786,58.693000000000005,whk,38.98845,39.11545,51.779920000000004,90.17495,90.04848,89.97784,0.53484,78966.61212,1760.0,2121.0,1056,32,384,224,Ni64 H32 C1056 N384 O224,0.07347999999999999,0.08142,0.06545
SR_jph_v1-3c_Cu_imadazoline_Ch_v2-4c_Cu_1_Ch_1DoU_Ch_2TrU_Ch_1x1x1,42.08662,32.04524,41.73966,32.73166,32.73166,42.019709999999996,42.019709999999996,32.16174,41.891,139810.0,5222.87,126898.0,0.90764,2,6.993985391510407,0.0,136.11,63.54600000000001,63.54600000000001,jph,54.167080000000006,53.58262,48.17064,89.8633,89.90308,89.96271999999999,0.10237,139810.49925999998,568.0,746.0,256,128,96,32,Cu56 H128 C256 N96 O32,0.05976,0.05145,0.09613
SR_flu_v1-4c_1anC_Ch_v2-8c_Zr_1_Ch_1B_2SH_Ch_1x2x1,9.85485,3.17064,9.6977,4.08831,4.08831,9.6977,9.6977,4.08831,9.6977,28808.7,2381.08,6824.79,0.2369,8,12.615699572994833,10.631017608756842,748.9169999999999,819.454,32.06,flu,26.154729999999997,42.08872,26.17537,90.14976,90.4938,91.00588,1.06859,28808.727310000002,640.0,1063.0,232,192,0,128,Zr48 H384 C464 S128 O256,0.17008,0.15455,0.21771
SR_twfe_v1-6c_Zn_1_Ch_2B_fused_Ch_1x1x1,36.200540000000004,17.19827,36.02151,17.22715,17.22715,35.717209999999994,36.19392,17.22715,36.19392,196389.0,4479.2,131855.0,0.6714,6,9.680016765082232,3.2648083628836475,214.175,277.519,65.38,twfe,58.17813,58.177609999999994,58.026869999999995,89.5421,90.23663,90.40178,0.37345,196388.75975,3408.0,5174.0,1728,864,0,624,Zn192 H864 C1728 O624,0.1031,0.09378,0.08747
SR_eea_v1-3c_B_Ch_v2-6c_Ni_1_Ch_1B_4Br_Ch_1x1x1,18.88875,13.795020000000001,18.88835,13.795020000000001,13.52315,18.54509,18.88835,13.52315,18.88875,52889.2,2114.67,29621.1,0.56006,6,14.49910038032212,5.915504868406078,1382.1629999999998,268.786,58.693000000000005,eea,37.50356,38.11327,42.2504,89.59442,90.07079,118.86152,0.85706,52889.16576,936.0,1442.0,486,72,0,126,Ni36 H72 C486 Br216 O126,0.06559,0.07954,0.09736
SR_snl_v1-6c_Zn_1_Ch_ntn_edge_1x1x2,8.111360000000001,4.3015300000000005,7.46604,4.86102,4.29942,8.11082,6.06635,4.86102,6.06635,41749.8,2266.37,10212.0,0.2446,12,3.5000089727572123,3.200264476904525,88.01799999999999,277.519,65.38,snl,34.68067,34.67309,34.71955,90.01601,90.01899,90.01581,1.3788799999999999,41749.772560000005,736.0,1060.0,192,0,0,416,Zn256 C384 O832,0.24286999999999997,0.23265,0.2901
SR_att_v1-4c_Cd_1_Ch_v2-4c_bicyclooctane_Ch_1B_2CF3_Ch_1x1x1,16.55764,10.27115,16.30919,12.07388,12.07388,15.96945,15.96945,9.91078,16.157410000000002,24491.8,3703.56,14182.7,0.57908,4,36.10296975411444,0.0,3297.652,112.4,112.41,att,31.76841,26.564459999999997,29.033959999999997,90.18966,91.12714,91.19718,0.52872,24491.81497,536.0,935.0,256,64,0,64,Cd8 H64 C256 O64 F144,0.06466000000000001,0.0464,0.05627000000000001
SR_pyr_v1-3c_triazine_Ch_v2-6c_Zr_1_Ch_1B_2CN_Ch_1x1x1,14.02184,7.770989999999999,13.79545,7.770989999999999,7.13749,13.94152,13.79545,7.13749,13.824829999999999,23242.4,3673.51,11757.4,0.5058600000000001,6,14.635524065525804,10.908538704937065,588.434,889.498,91.224,pyr,26.66468,29.46094,29.58685,89.92878,90.0,90.14411,0.5905199999999999,23242.35199,600.0,969.0,240,136,72,128,Zr24 H136 C240 N72 O128,0.06515,0.13439,0.09302
SR_umq_v1-4c_In_1_Ch_2B_2CF3_Ch_1x1x1,27.915159999999997,16.167,27.54407,24.42202,16.167,27.915159999999997,27.716559999999998,24.42202,27.716559999999998,207058.0,4144.38,156838.0,0.75746,4,11.6544126317766,0.0,512.202,114.8,114.82,umq,67.29364,66.96231,45.95017,89.99318000000001,90.06472,89.98406999999999,0.29236,207057.62360999998,2464.0,4216.0,1152,256,0,256,In32 H256 C1152 O256 F768,0.051789999999999996,0.04297,0.04567
SR_fsk_v1-6c_CdZn_1_Ch_v2-4c_1anC_Ch_v3-4c_1anC_Ch_1B_2NH2_Ch_1x2x1,8.771360000000001,5.51895,8.771360000000001,5.54821,5.54821,8.67638,8.67638,5.51895,8.261239999999999,22196.4,3374.04,6949.24,0.31308,6,17.479895365986714,3.317586757879285,1030.968,418.579,65.38,fsk,33.90213,29.1354,22.47259,90.2078,89.91484,90.49287,0.8675700000000001,22196.3621,984.0,1391.0,400,336,112,104,Zn8 Cd24 H336 C400 N112 O104,0.1331,0.20624,0.14776
SR_mota_v1-3c_Cu_imadazoline_Ch_v2-3c_Cu_imadazoline_Ch_v3-3c_Cu_imadazoline_Ch_ntn_edge_1B_2CF3_Ch_1x1x1,50.22302,22.9436,50.21694,48.48431,23.0627,49.23782,50.22302,48.48431,50.22302,101040.0,4676.9,92896.4,0.9194,2,10.09308311543168,0.0,344.217,63.54600000000001,63.54600000000001,mota,58.66705,58.89714,29.248170000000002,90.47143,90.68182,89.14901,0.09759,101040.24914,384.0,532.0,156,84,72,0,Cu36 H84 C156 N72 F36,0.02128,0.02221,0.02246
SR_wjb_v1-6c_Al_1_Ch_1B_4Br_Ch_1x1x1,24.46675,4.4877400000000005,24.17761,22.8869,4.07019,24.42235,24.42235,22.8869,24.42235,55286.7,1521.59,26001.4,0.4703,6,7.423316299671259,3.1481013267283813,479.7,96.945,26.982,wjb,39.38819,39.28402,41.618840000000006,89.70895,89.35394000000001,120.8357,1.10724,55286.73314,1248.0,2005.0,576,0,0,312,Al72 C576 Br288 O312,0.16999,0.15633,0.29736999999999997
SR_bcu_v1-8c_Co_1_Ch_ntn_edge_3x3x3,3.2235,1.8069,3.21373,2.11223,1.8069,3.21129,3.22205,2.11223,3.22205,22862.7,330.149,0.0,0.0,72,3.4725764713068594,3.7980797037792673,88.01799999999999,251.731,58.933,bcu,30.05544,30.057140000000004,25.40044,90.00138000000001,90.00083000000001,85.10785,2.3681799999999997,22862.67701,1566.0,2322.0,432,0,0,918,Co216 C432 O918,3.6266,3.1957,9.3985
SR_hbm_v1-4c_In_1_Ch_v2-4c_porphyrin_Ch_1B_2TrU_Ch_1x1x1,40.56535,20.50626,40.2285,36.24073,20.053,39.95381,38.52726,36.24073,38.52726,95543.8,6248.75,83178.5,0.8705799999999999,4,30.257084547076527,0.0,978.929,114.8,114.82,hbm,59.7366,59.49405,26.88386,90.08140999999999,90.00785,90.20742,0.11352000000000001,95543.75072000001,576.0,809.0,352,136,16,64,In8 H136 C352 N16 O64,0.026639999999999997,0.020040000000000002,0.06777000000000001
SR_vmi_v1-6c_Fe_1_Ch_1B_2CN_Ch_2x1x2,12.71607,6.50473,12.32357,10.56828,4.37974,12.21283,12.27727,10.56828,12.27727,64711.3,3423.56,27510.1,0.42512,6,8.005972693091264,3.431330286039221,214.136,183.53400000000002,55.845,vmi,42.78542,34.71947,45.62213,89.9857,107.27493999999999,90.50518000000001,0.6782100000000001,64711.280960000004,1856.0,2447.0,960,192,192,416,Fe96 H192 C960 N192 O416,0.32097,0.22421,0.44941000000000003
SR_tsd_v1-6c_Ni_1_Ch_v2-4c_porphyrin_Ch_v3-4c_porphyrin_Ch_v4-3c_triazine_Ch_ntn_edge_1DoU_Ch_2x2x1,14.11546,5.27602,13.715720000000001,11.917119999999999,11.917119999999999,13.438889999999999,13.438889999999999,5.09149,13.32259,19852.2,4135.76,10694.8,0.53872,6,31.313103184586943,5.84725740894541,1309.208,268.786,58.693000000000005,tsd,33.03602,25.77382,24.13029,90.74117,76.4586,84.0405,0.5051800000000001,19852.21846,552.0,789.0,272,152,56,56,Ni16 H152 C272 N56 O56,0.16895,0.28271999999999997,0.15349000000000002
SR_sse_v1-4c_Ni_1_Ch_v2-4c_porphyrin_Ch_ntn_edge_1B_2NH2_Ch_2x2x1,11.28247,4.4272599999999995,11.21222,7.53896,4.41832,10.87515,11.13055,7.53896,11.13055,46697.5,3363.82,15190.7,0.3253,6,3.537474969135753,2.3833362672174485,88.01799999999999,117.38600000000001,58.693000000000005,sse,43.001129999999996,43.10631,25.19337,90.15335999999999,90.23607,90.34049,0.8032100000000001,46697.54873,1984.0,2723.0,960,512,192,256,Ni64 H512 C960 N192 O256,0.28906,0.27116999999999997,0.62038
SR_bch_v1-3c_triazine_Ch_v2-3c_pyrrole_Ch_v3-6c_Mg_1_Ch_2B_2SH_Ch_1x1x1,27.92288,24.6017,27.19653,24.632089999999998,24.632089999999998,27.825590000000002,27.825590000000002,23.83511,27.892090000000003,185989.0,5104.27,137532.0,0.73946,5,41.827055763758786,0.0,3058.225,24.305,24.305,bch,57.064719999999994,57.18385,56.99725,89.67716,90.04061999999999,90.06645,0.24815,185989.17363,2328.0,3267.0,1080,672,48,192,Mg48 H672 C1080 S288 N48 O192,0.06527999999999999,0.0472,0.0747
SR_dpb_v1-3c_Cu_imadazoline_Ch_v2-6c_B_Ch_v3-3c_B_Ch_ntn_edge_1B_4F_Ch_1x1x1,20.17649,11.46035,19.762729999999998,11.46035,11.05596,20.09159,19.762729999999998,10.99605,19.9661,260975.0,4008.64,167160.0,0.64052,2,18.76056042959405,0.0,1356.7910000000002,63.54600000000001,63.54600000000001,dpb,63.951130000000006,63.888830000000006,63.874430000000004,90.01635999999999,90.13282,89.96804,0.44833999999999996,260975.04585,4704.0,6877.0,2400,672,576,0,Cu288 H672 C2400 N576 F768,0.15144000000000002,0.14964,0.11994
SR_pyf_v1-4c_Ni_1_Ch_v2-4c_1anC_Ch_v3-3c_triazine_Ch_v4-4c_bicyclooctane_Ch_2B_1TrU_Ch_1x1x1,32.68398,24.48432,32.41305,24.72962,24.72962,32.32522,32.68398,24.72962,32.68398,335186.0,6856.41,293389.0,0.8753,4,75.99821838731691,2.3850148223260645,9454.041,117.38600000000001,58.693000000000005,pyf,69.61107,69.42804,69.35673,89.96694000000001,90.186,90.44471,0.10065,335186.36182,2170.0,3263.0,1306,672,72,96,Ni24 H672 C1306 N72 O96,0.06159,0.06344,0.07991000000000001
SR_hey_v1-4c_Cu_1_Ch_v2-3c_B_Ch_v3-3c_B_Ch_1B_2CH3_Ch_1x1x1,24.19158,6.20017,23.91082,6.20017,6.15664,24.19158,24.19158,6.20017,24.19158,49564.3,4628.53,25485.0,0.51418,8,27.59024827134892,7.2310176108280935,1501.774,254.18400000000003,63.54600000000001,hey,36.74732,36.73215,36.71999,90.10821,90.11531,90.23096,0.4536,49564.33854,1608.0,2524.0,816,672,0,96,Cu24 H672 C816 O96,0.15843,0.19455999999999998,0.16965999999999998
SR_llk_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_1B_2CH3_Ch_1x1x1,16.487379999999998,6.873810000000001,15.94506,6.873810000000001,6.7930600000000005,16.43091,15.94506,6.7930600000000005,16.43091,34299.4,2929.76,10855.1,0.31648000000000004,12,14.662955974466641,5.6759582536362965,508.54699999999997,679.368,91.224,llk,32.34165,32.53625,32.59594,89.83474,89.72842,89.9117,0.78822,34299.35535,1644.0,2822.0,744,648,24,192,Zr36 H648 C744 N24 O192,0.12896,0.18707000000000001,0.15158
SR_rhr_v1-4c_Cu_1_Ch_1B_2CF3_Ch_1x1x1,26.547690000000003,10.342880000000001,26.547690000000003,10.91313,10.91313,26.547690000000003,26.547690000000003,10.11705,26.547690000000003,54633.4,3314.58,33165.8,0.60706,4,7.340064820475497,2.370417557837861,300.11,127.09200000000001,63.54600000000001,rhr,38.01018,37.89136,37.93325,90.1462,90.00001999999999,90.06191,0.53055,54633.42739,1104.0,1870.0,480,96,0,192,Cu48 H96 C480 O192 F288,0.16819,0.15168,0.184
SR_vfi_v1-4c_bicyclooctane_Ch_v2-4c_Cd_1_Ch_1B_4CN_Ch_1x1x1,38.14611,5.4532300000000005,38.14611,37.00945,5.4532300000000005,38.14611,38.14611,37.00945,38.14611,70590.5,3881.06,41518.5,0.58816,4,8.032381548595035,0.0,264.156,112.4,112.41,vfi,58.804109999999994,59.32277,23.96314,89.7685,89.96498000000001,122.38582,0.43626000000000004,70590.50253,1452.0,1770.0,960,96,288,96,Cd12 H96 C960 N288 O96,0.09197999999999999,0.0698,0.12766
SR_ibe_v1-6c_CdZn_1_Ch_v2-3c_B_Ch_1DoU_Ch_ntn_edge_1x1x1,6.8486899999999995,5.23351,6.836639999999999,5.23351,5.1410599999999995,6.49977,6.836639999999999,5.16857,6.40339,23935.5,2866.66,7431.97,0.3105,6,12.907015734195413,3.3613301302017358,352.25300000000004,418.579,65.38,ibe,28.79481,28.887620000000002,28.775679999999998,89.78311,90.02445999999999,90.30094,1.0512,23935.49859,896.0,1371.0,432,192,0,208,Zn16 Cd48 H192 C432 O208,0.18669000000000002,0.18938,0.18273
SR_frf_v1-3c_Cu_imadazoline_Ch_v2-4c_pyrene_Ch_v3-4c_porphyrin_Ch_v4-4c_B_Ch_ntn_edge_1DoU_Ch_1x1x1,21.74194,4.2752300000000005,21.67744,19.63146,9.229610000000001,21.04927,21.74194,19.63146,21.74194,34985.1,3245.68,20993.2,0.60006,2,49.66692297464522,0.0,1393.471,63.54600000000001,63.54600000000001,frf,46.62876,39.109359999999995,19.1868,90.00666,90.90352,89.95288000000001,0.49713,34985.0898,872.0,1192.0,448,248,128,0,Cu48 H248 C448 N128,0.15063,0.28589000000000003,0.20609
SR_tty_v1-8c_Co_2_Ch_v2-3c_triazine_Ch_1DoU_Ch_2TrU_Ch_2x2x2,14.476220000000001,9.37272,14.082239999999999,13.178320000000001,9.37272,14.14995,14.476220000000001,13.178320000000001,14.476220000000001,47519.9,4789.46,29154.4,0.61352,16,21.27576781984485,4.91088257907405,576.507,271.182,58.933,tty,34.431909999999995,34.52485,40.31508,91.12268,91.44426999999999,82.74899,0.39813000000000004,47519.93752,936.0,1415.0,416,192,288,0,Co32 H192 C416 N288 Cl8,0.3427,0.25655,0.51666
SR_dnl_v1-4c_porphyrin_Ch_v2-6c_CdZn_1_Ch_v3-3c_triazine_Ch_1B_2thiophene_Ch_1x1x1,23.14475,16.04851,22.07466,16.2659,16.2659,22.07777,22.07777,16.2659,22.00165,411661.0,5016.79,307198.0,0.74624,6,57.811845682794505,3.304136240384314,7196.564,418.579,65.38,dnl,74.36343000000001,74.41776,74.3907,90.18812,90.38158,90.22601999999999,0.25926,411660.53204,5264.0,8114.0,3072,1248,288,208,Zn16 Cd48 H1248 C3072 S384 N288 O208,0.11123,0.08911000000000001,0.10805999999999999
SR_jjt_v1-6c_Cr_1_Ch_v2-3c_triazine_Ch_v3-3c_B_Ch_2B_4CN_Ch_1x1x1,18.951179999999997,11.70636,18.951179999999997,11.70636,11.40059,18.951179999999997,18.951179999999997,11.22441,18.83081,40177.7,5331.22,26062.5,0.64868,6,42.7841733955199,3.082729327732002,3737.861,171.987,51.996,jjt,35.87133,35.85521,36.14043,89.9851,89.88195999999999,120.1905,0.32318,40177.72815,614.0,704.0,414,18,150,26,Cr6 H18 C414 N150 O26,0.14998,0.12829000000000002,0.0858
SR_umj_v1-4c_Ni_1_Ch_1B_2furan_Ch_1x1x1,23.1651,19.207079999999998,21.35802,19.207079999999998,19.200470000000003,21.314729999999997,21.35802,19.190360000000002,23.1651,57762.9,4831.08,46816.8,0.8105,4,10.964571807641649,2.3868519897521923,244.158,117.38600000000001,58.693000000000005,umj,28.49891,28.56798,82.0374,90.15869,89.8939,120.1367,0.20895,57762.857410000004,552.0,891.0,288,96,0,144,Ni24 H96 C288 O144,0.1803,0.17463,0.41761000000000004
SR_whl_v1-6c_Cr_1_Ch_1B_2Br_Ch_1x1x2,20.056520000000003,3.90045,19.12293,18.70429,3.9810800000000004,19.94785,19.52137,18.70429,19.52137,128727.0,2048.87,60244.2,0.46799999999999997,6,7.260921442366525,3.0618282136522614,321.908,171.987,51.996,whl,53.71909,54.0404,44.34532,89.42942,89.75919,90.02351,0.93927,128726.97062000001,3328.0,5316.0,1536,384,0,832,Cr192 H384 C1536 Br384 O832,0.22971999999999998,0.22905,0.5483399999999999
SR_bas_v1-4c_In_1_Ch_v2-4c_1anC_Ch_2B_2F_Ch_ntn_edge_1x1x1,27.336570000000002,14.16753,27.336570000000002,14.65316,14.29885,27.336570000000002,27.336570000000002,14.65316,27.336570000000002,51647.3,3358.56,31759.0,0.61492,4,37.767646261046636,0.0,9414.082,114.8,114.82,bas,37.286770000000004,37.25078,37.18825,90.42124,90.37293000000001,89.35529,0.46742,51647.306039999996,1140.0,1699.0,648,192,0,96,In12 H192 C648 O96 F192,0.06992000000000001,0.07007000000000001,0.06393
SR_nkq_v1-3c_B_Ch_v2-3c_Cu_imadazoline_Ch_v3-4c_Cu_1_Ch_v4-4c_1anC_Ch_1TrU_Ch_ntn_edge_1x1x2,16.02785,6.38698,15.702670000000001,13.92104,6.544969999999999,16.02669,16.02785,13.92104,16.02785,17741.8,4724.08,11109.2,0.62616,2,6.937405530893952,0.0,134.094,63.54600000000001,63.54600000000001,nkq,23.06127,41.50262,18.537029999999998,90.01439,89.99929,90.00056,0.42995,17741.84938,152.0,184.0,76,30,24,8,Cu28 H60 C152 N48 O16,0.18225,0.1969,0.16114
SR_whv_v1-6c_Al_1_Ch_1B_2CF3_Ch_1x1x2,9.75121,6.41237,9.29457,6.41237,6.3759,9.105889999999999,9.29457,5.97201,9.29457,55796.0,2555.96,17273.3,0.30958,6,7.3405567573606465,3.0695482804912837,300.11,96.945,26.982,whv,37.90149,37.66332,39.088359999999994,90.34631999999999,89.6493,89.77729000000001,0.94976,55795.98662999999,2240.0,3682.0,960,192,0,416,Al96 H192 C960 O416 F576,0.18367999999999998,0.19117,0.21175
SR_vbm_v1-6c_Zn_1_Ch_2B_1DoU_Ch_1x1x1,21.9029,13.914620000000001,20.62398,15.802229999999998,15.802229999999998,17.3913,17.3913,13.67356,21.744229999999998,235403.0,5411.55,177668.0,0.75474,6,13.785614967696619,3.2503178675598776,266.251,277.519,65.38,vbm,76.25321,39.23614,78.68075,90.08206,90.05345,90.0083,0.24297,235403.10981,3040.0,4659.0,1536,960,0,416,Zn128 H960 C1536 O416,0.14255,0.11347,0.12392
